order_id,machine_id,customer_id,product_id,quantity,scheduled_start,scheduled_end,priority,status
ORD_000040,APU_014,CUST_0272,PRODUCT_058,2961,2025-02-24 02:59:00,2025-02-24 10:59:00,Medium,Completed
ORD_000041,APU_050,CUST_0723,PRODUCT_019,954,2026-02-21 16:10:00,2026-02-21 18:10:00,Critical,Completed
ORD_000042,APU_031,CUST_0035,PRODUCT_049,1643,2025-02-28 10:13:00,2025-02-28 21:13:00,Critical,Completed
ORD_000043,APU_018,CUST_0721,PRODUCT_030,1544,2026-01-23 15:33:00,2026-01-23 18:33:00,Medium,Completed
ORD_000044,APU_045,CUST_0481,PRODUCT_087,2916,2025-03-16 06:01:00,2025-03-16 07:01:00,Medium,Scheduled
ORD_000045,APU_023,CUST_0025,PRODUCT_056,365,2026-01-10 09:39:00,2026-01-10 16:39:00,Medium,Completed
ORD_000046,APU_011,CUST_0774,PRODUCT_076,1740,2026-01-09 11:50:00,2026-01-09 15:50:00,High,Completed
ORD_000047,APU_017,CUST_0762,PRODUCT_053,1034,2026-02-20 14:48:00,2026-02-21 03:48:00,High,Completed
ORD_000048,APU_035,CUST_0007,PRODUCT_027,2591,2026-05-27 20:10:00,2026-05-28 02:10:00,Low,Completed
ORD_000049,APU_036,CUST_0064,PRODUCT_075,2523,2025-11-04 01:59:00,2025-11-04 02:59:00,Low,At Risk
ORD_000050,APU_025,CUST_0743,PRODUCT_083,1449,2025-10-09 01:47:00,2025-10-09 15:47:00,Low,Scheduled
ORD_000051,APU_026,CUST_0345,PRODUCT_044,1391,2025-04-14 16:32:00,2025-04-15 01:32:00,Medium,Completed
ORD_000052,APU_044,CUST_0158,PRODUCT_073,1144,2025-02-07 09:02:00,2025-02-07 11:02:00,High,At Risk
ORD_000053,APU_021,CUST_0251,PRODUCT_114,436,2026-02-04 18:47:00,2026-02-05 06:47:00,Critical,At Risk
ORD_000054,APU_011,CUST_0364,PRODUCT_068,1086,2025-12-23 12:50:00,2025-12-23 23:50:00,Low,Scheduled
ORD_000055,APU_015,CUST_0786,PRODUCT_094,839,2025-01-05 14:06:00,2025-01-05 19:06:00,High,Scheduled
ORD_000056,APU_039,CUST_0280,PRODUCT_099,2037,2026-03-08 15:06:00,2026-03-08 20:06:00,Critical,At Risk
ORD_000057,APU_011,CUST_0713,PRODUCT_061,1726,2026-05-02 07:33:00,2026-05-02 11:33:00,High,Scheduled
ORD_000058,APU_022,CUST_0006,PRODUCT_043,1760,2026-07-07 04:20:00,2026-07-07 19:20:00,Critical,Completed
ORD_000059,APU_029,CUST_0009,PRODUCT_020,2532,2025-10-10 13:08:00,2025-10-10 20:08:00,Critical,Scheduled
ORD_000060,APU_003,CUST_0522,PRODUCT_036,437,2026-01-11 06:24:00,2026-01-11 11:24:00,High,Completed
ORD_000061,APU_026,CUST_0599,PRODUCT_055,2495,2025-07-16 11:55:00,2025-07-16 22:55:00,Medium,Completed
ORD_000062,APU_035,CUST_0118,PRODUCT_081,2666,2026-01-17 23:37:00,2026-01-18 15:37:00,Critical,In Progress
ORD_000063,APU_013,CUST_0448,PRODUCT_093,2460,2025-09-11 03:20:00,2025-09-11 07:20:00,Low,Scheduled
ORD_000064,APU_033,CUST_0691,PRODUCT_003,1413,2025-10-10 19:39:00,2025-10-10 21:39:00,High,Scheduled
ORD_000065,APU_033,CUST_0468,PRODUCT_075,2762,2025-03-11 01:58:00,2025-03-11 11:58:00,Low,In Progress
ORD_000066,APU_012,CUST_0489,PRODUCT_044,1420,2025-09-26 23:54:00,2025-09-27 03:54:00,Medium,Completed
ORD_000067,APU_038,CUST_0708,PRODUCT_066,2260,2025-03-26 05:45:00,2025-03-26 17:45:00,High,Completed
ORD_000068,APU_050,CUST_0264,PRODUCT_013,299,2025-04-07 09:47:00,2025-04-07 13:47:00,Low,Completed
ORD_000069,APU_039,CUST_0203,PRODUCT_087,2456,2025-12-05 13:25:00,2025-12-05 19:25:00,Critical,In Progress
ORD_000070,APU_021,CUST_0733,PRODUCT_038,181,2026-02-12 14:54:00,2026-02-13 00:54:00,Low,In Progress
ORD_000071,APU_016,CUST_0393,PRODUCT_005,764,2025-11-17 06:29:00,2025-11-17 13:29:00,Low,In Progress
ORD_000072,APU_035,CUST_0549,PRODUCT_072,877,2025-11-18 17:31:00,2025-11-18 23:31:00,High,At Risk
ORD_000073,APU_050,CUST_0430,PRODUCT_048,1703,2026-05-11 22:50:00,2026-05-12 09:50:00,High,At Risk
ORD_000074,APU_048,CUST_0711,PRODUCT_085,579,2025-04-11 14:53:00,2025-04-11 16:53:00,Critical,In Progress
ORD_000075,APU_050,CUST_0041,PRODUCT_002,2173,2025-10-04 14:50:00,2025-10-05 01:50:00,Low,Scheduled
ORD_000076,APU_036,CUST_0572,PRODUCT_109,1715,2026-04-27 11:26:00,2026-04-27 14:26:00,High,Scheduled
ORD_000077,APU_005,CUST_0119,PRODUCT_011,2718,2025-10-30 17:04:00,2025-10-31 05:04:00,Critical,In Progress
ORD_000078,APU_040,CUST_0578,PRODUCT_060,466,2026-06-30 06:19:00,2026-06-30 13:19:00,Medium,In Progress
ORD_000079,APU_004,CUST_0633,PRODUCT_031,2136,2026-04-25 12:07:00,2026-04-26 01:07:00,Critical,At Risk
ORD_000080,APU_029,CUST_0192,PRODUCT_045,1278,2026-05-20 06:57:00,2026-05-20 08:57:00,Low,Scheduled
ORD_000081,APU_012,CUST_0028,PRODUCT_054,1024,2026-03-02 08:16:00,2026-03-02 10:16:00,High,At Risk
ORD_000082,APU_040,CUST_0506,PRODUCT_040,2507,2025-08-05 03:43:00,2025-08-05 15:43:00,Low,Scheduled
ORD_000083,APU_021,CUST_0405,PRODUCT_047,944,2025-03-19 01:51:00,2025-03-19 17:51:00,Low,Scheduled
ORD_000084,APU_033,CUST_0299,PRODUCT_044,1026,2025-09-10 19:52:00,2025-09-11 05:52:00,Medium,Completed
ORD_000085,APU_010,CUST_0301,PRODUCT_113,1056,2026-06-05 10:08:00,2026-06-05 14:08:00,Medium,Completed
ORD_000086,APU_012,CUST_0203,PRODUCT_065,943,2025-07-24 02:28:00,2025-07-24 16:28:00,Medium,In Progress
ORD_000087,APU_033,CUST_0645,PRODUCT_060,2312,2025-02-12 08:40:00,2025-02-12 14:40:00,Medium,Scheduled
ORD_000088,APU_015,CUST_0109,PRODUCT_057,553,2026-04-23 18:57:00,2026-04-24 03:57:00,Medium,At Risk
ORD_000089,APU_005,CUST_0534,PRODUCT_063,1529,2025-12-02 21:01:00,2025-12-03 07:01:00,High,At Risk
ORD_000090,APU_042,CUST_0278,PRODUCT_025,1993,2025-05-09 20:46:00,2025-05-10 07:46:00,Medium,Completed
ORD_000091,APU_008,CUST_0549,PRODUCT_076,1886,2025-10-30 02:04:00,2025-10-30 11:04:00,Critical,Completed
ORD_000092,APU_004,CUST_0022,PRODUCT_107,1795,2025-09-01 11:27:00,2025-09-01 18:27:00,Critical,Scheduled
ORD_000093,APU_046,CUST_0556,PRODUCT_075,2415,2025-05-19 09:25:00,2025-05-19 17:25:00,Low,Completed
ORD_000094,APU_030,CUST_0794,PRODUCT_031,1275,2025-09-09 08:49:00,2025-09-09 10:49:00,Medium,Completed
ORD_000095,APU_024,CUST_0273,PRODUCT_052,74,2026-06-26 09:25:00,2026-06-27 01:25:00,Medium,Completed
ORD_000096,APU_022,CUST_0786,PRODUCT_112,922,2026-03-16 09:42:00,2026-03-16 17:42:00,Critical,In Progress
ORD_000097,APU_003,CUST_0761,PRODUCT_001,1730,2025-03-25 10:00:00,2025-03-25 14:00:00,Critical,Scheduled
ORD_000098,APU_006,CUST_0084,PRODUCT_085,2139,2025-10-07 20:29:00,2025-10-08 09:29:00,Medium,Scheduled
ORD_000099,APU_047,CUST_0439,PRODUCT_120,2810,2026-06-12 02:59:00,2026-06-12 18:59:00,Medium,Completed
ORD_000100,APU_008,CUST_0175,PRODUCT_093,2462,2026-02-18 13:51:00,2026-02-19 04:51:00,Low,In Progress
ORD_000101,APU_006,CUST_0521,PRODUCT_069,203,2026-05-23 04:47:00,2026-05-23 18:47:00,Critical,Scheduled
ORD_000102,APU_024,CUST_0536,PRODUCT_093,390,2025-06-25 18:45:00,2025-06-26 06:45:00,Critical,At Risk
ORD_000103,APU_014,CUST_0293,PRODUCT_098,2243,2026-01-13 23:46:00,2026-01-14 10:46:00,Critical,At Risk
ORD_000104,APU_046,CUST_0595,PRODUCT_045,1902,2025-04-12 02:20:00,2025-04-12 15:20:00,Low,In Progress
ORD_000105,APU_021,CUST_0346,PRODUCT_028,2685,2025-09-09 05:12:00,2025-09-09 07:12:00,Medium,In Progress
ORD_000106,APU_021,CUST_0624,PRODUCT_062,1473,2025-08-31 22:57:00,2025-09-01 14:57:00,High,At Risk
ORD_000107,APU_026,CUST_0314,PRODUCT_024,226,2026-03-14 13:29:00,2026-03-15 04:29:00,Medium,Completed
ORD_000108,APU_011,CUST_0679,PRODUCT_067,1420,2025-08-09 21:05:00,2025-08-10 06:05:00,Low,In Progress
ORD_000109,APU_046,CUST_0725,PRODUCT_116,188,2025-06-10 15:34:00,2025-06-11 07:34:00,Medium,Scheduled
ORD_000110,APU_002,CUST_0116,PRODUCT_110,2704,2025-04-16 14:33:00,2025-04-16 23:33:00,Critical,At Risk
ORD_000111,APU_033,CUST_0716,PRODUCT_094,2197,2025-08-25 18:22:00,2025-08-25 23:22:00,Critical,At Risk
ORD_000112,APU_032,CUST_0589,PRODUCT_011,1091,2026-05-14 11:47:00,2026-05-14 15:47:00,Critical,At Risk
ORD_000113,APU_036,CUST_0373,PRODUCT_084,413,2026-05-24 08:30:00,2026-05-24 09:30:00,High,Completed
ORD_000114,APU_001,CUST_0769,PRODUCT_035,2237,2025-02-21 07:22:00,2025-02-21 11:22:00,Medium,Scheduled
ORD_000115,APU_041,CUST_0020,PRODUCT_041,1189,2025-05-15 11:19:00,2025-05-16 01:19:00,Low,At Risk
ORD_000116,APU_040,CUST_0625,PRODUCT_013,334,2025-08-31 06:16:00,2025-08-31 11:16:00,Critical,Scheduled
ORD_000117,APU_038,CUST_0289,PRODUCT_117,491,2025-09-18 19:38:00,2025-09-19 00:38:00,Critical,In Progress
ORD_000118,APU_004,CUST_0647,PRODUCT_098,1455,2026-03-19 14:55:00,2026-03-20 06:55:00,Low,At Risk
ORD_000119,APU_031,CUST_0706,PRODUCT_005,1323,2025-10-25 10:20:00,2025-10-26 00:20:00,Low,At Risk
ORD_000120,APU_009,CUST_0722,PRODUCT_098,734,2025-01-23 10:48:00,2025-01-23 17:48:00,Medium,Scheduled
ORD_000121,APU_050,CUST_0158,PRODUCT_092,1878,2026-01-28 09:38:00,2026-01-28 21:38:00,Medium,Scheduled
ORD_000122,APU_042,CUST_0145,PRODUCT_015,471,2026-03-25 14:44:00,2026-03-26 06:44:00,High,At Risk
ORD_000123,APU_034,CUST_0654,PRODUCT_040,258,2025-09-14 19:09:00,2025-09-15 07:09:00,Critical,Completed
ORD_000124,APU_019,CUST_0349,PRODUCT_004,2934,2026-07-08 22:58:00,2026-07-09 13:58:00,High,In Progress
ORD_000125,APU_045,CUST_0593,PRODUCT_117,2885,2025-03-20 20:21:00,2025-03-21 09:21:00,Medium,Completed
ORD_000126,APU_030,CUST_0618,PRODUCT_057,1902,2025-12-10 15:02:00,2025-12-11 04:02:00,Critical,Completed
ORD_000127,APU_031,CUST_0693,PRODUCT_004,183,2025-08-28 12:26:00,2025-08-28 20:26:00,Critical,Completed
ORD_000128,APU_041,CUST_0662,PRODUCT_079,2247,2025-11-28 21:34:00,2025-11-29 13:34:00,High,Scheduled
ORD_000129,APU_017,CUST_0660,PRODUCT_062,2765,2025-09-26 12:52:00,2025-09-26 15:52:00,Low,In Progress
ORD_000130,APU_004,CUST_0523,PRODUCT_063,2990,2025-05-28 11:12:00,2025-05-29 00:12:00,Medium,In Progress
ORD_000131,APU_039,CUST_0569,PRODUCT_100,1411,2025-02-25 08:01:00,2025-02-25 12:01:00,High,In Progress
ORD_000132,APU_046,CUST_0065,PRODUCT_032,995,2025-02-01 17:43:00,2025-02-01 21:43:00,High,At Risk
ORD_000133,APU_019,CUST_0279,PRODUCT_099,2069,2025-05-12 09:52:00,2025-05-12 14:52:00,Medium,Scheduled
ORD_000134,APU_010,CUST_0234,PRODUCT_076,1238,2025-08-08 01:14:00,2025-08-08 05:14:00,High,Completed
ORD_000135,APU_008,CUST_0573,PRODUCT_067,2815,2025-01-18 20:32:00,2025-01-19 06:32:00,Low,At Risk
ORD_000136,APU_020,CUST_0627,PRODUCT_023,508,2025-07-15 15:39:00,2025-07-15 17:39:00,Critical,At Risk
ORD_000137,APU_015,CUST_0567,PRODUCT_097,757,2025-11-24 08:54:00,2025-11-24 21:54:00,Medium,Scheduled
ORD_000138,APU_002,CUST_0278,PRODUCT_094,611,2026-04-08 14:21:00,2026-04-09 00:21:00,Low,Scheduled
ORD_000139,APU_023,CUST_0193,PRODUCT_001,1093,2025-05-13 09:40:00,2025-05-13 12:40:00,Low,Scheduled
ORD_000140,APU_042,CUST_0535,PRODUCT_092,819,2025-01-23 12:04:00,2025-01-24 02:04:00,Critical,Scheduled
ORD_000141,APU_029,CUST_0525,PRODUCT_051,407,2025-08-22 11:39:00,2025-08-22 22:39:00,High,At Risk
ORD_000142,APU_008,CUST_0791,PRODUCT_042,823,2025-07-03 19:12:00,2025-07-03 20:12:00,High,Scheduled
ORD_000143,APU_002,CUST_0345,PRODUCT_028,134,2025-10-22 16:59:00,2025-10-22 17:59:00,Medium,Scheduled
ORD_000144,APU_036,CUST_0550,PRODUCT_102,1264,2026-03-07 16:41:00,2026-03-08 08:41:00,Critical,At Risk
ORD_000145,APU_005,CUST_0428,PRODUCT_080,80,2025-04-28 23:21:00,2025-04-29 02:21:00,Medium,Scheduled
ORD_000146,APU_030,CUST_0449,PRODUCT_115,2458,2025-11-26 17:01:00,2025-11-27 01:01:00,Medium,Scheduled
ORD_000147,APU_006,CUST_0533,PRODUCT_081,263,2025-05-16 03:07:00,2025-05-16 18:07:00,Medium,Scheduled
ORD_000148,APU_023,CUST_0459,PRODUCT_014,79,2025-12-14 08:10:00,2025-12-14 15:10:00,Low,Completed
ORD_000149,APU_011,CUST_0613,PRODUCT_050,2805,2025-08-27 15:43:00,2025-08-27 20:43:00,High,At Risk
ORD_000150,APU_043,CUST_0691,PRODUCT_026,1005,2025-06-09 09:03:00,2025-06-10 00:03:00,High,Completed
ORD_000151,APU_029,CUST_0010,PRODUCT_046,2967,2026-06-27 23:39:00,2026-06-28 04:39:00,Low,Scheduled
ORD_000152,APU_047,CUST_0560,PRODUCT_035,1863,2025-10-04 17:50:00,2025-10-05 05:50:00,Critical,At Risk
ORD_000153,APU_048,CUST_0106,PRODUCT_027,1854,2025-10-03 14:39:00,2025-10-03 19:39:00,Low,In Progress
ORD_000154,APU_045,CUST_0235,PRODUCT_105,493,2025-07-24 23:58:00,2025-07-25 01:58:00,Medium,At Risk
ORD_000155,APU_023,CUST_0232,PRODUCT_115,1015,2025-06-28 14:12:00,2025-06-29 05:12:00,Critical,Scheduled
ORD_000156,APU_004,CUST_0185,PRODUCT_031,1533,2025-06-30 15:28:00,2025-07-01 06:28:00,Medium,Scheduled
ORD_000157,APU_024,CUST_0625,PRODUCT_085,2609,2026-07-06 10:13:00,2026-07-06 19:13:00,Medium,Completed
ORD_000158,APU_033,CUST_0336,PRODUCT_005,2950,2025-10-04 17:21:00,2025-10-05 08:21:00,Low,In Progress
ORD_000159,APU_013,CUST_0221,PRODUCT_087,1295,2026-04-10 18:13:00,2026-04-11 04:13:00,Critical,Scheduled
ORD_000160,APU_045,CUST_0226,PRODUCT_021,1381,2026-02-14 15:02:00,2026-02-14 19:02:00,Critical,At Risk
ORD_000161,APU_014,CUST_0700,PRODUCT_067,1841,2026-04-06 12:37:00,2026-04-06 23:37:00,High,Completed
ORD_000162,APU_018,CUST_0495,PRODUCT_100,925,2026-04-19 18:32:00,2026-04-19 23:32:00,Low,Scheduled
ORD_000163,APU_048,CUST_0104,PRODUCT_025,1565,2026-01-02 06:25:00,2026-01-02 17:25:00,Low,In Progress
ORD_000164,APU_034,CUST_0419,PRODUCT_049,2953,2025-07-06 08:14:00,2025-07-06 16:14:00,Low,Completed
ORD_000165,APU_013,CUST_0506,PRODUCT_118,1516,2025-09-20 00:36:00,2025-09-20 09:36:00,Critical,Scheduled
ORD_000166,APU_002,CUST_0685,PRODUCT_100,1489,2025-05-01 09:38:00,2025-05-02 00:38:00,Low,Completed
ORD_000167,APU_005,CUST_0106,PRODUCT_074,2247,2025-03-24 19:06:00,2025-03-24 22:06:00,High,Completed
ORD_000168,APU_024,CUST_0602,PRODUCT_030,2339,2025-05-05 13:47:00,2025-05-06 00:47:00,Low,In Progress
ORD_000169,APU_007,CUST_0072,PRODUCT_088,2409,2025-01-09 11:45:00,2025-01-10 02:45:00,Low,At Risk
ORD_000170,APU_032,CUST_0512,PRODUCT_039,2345,2026-03-04 22:27:00,2026-03-05 00:27:00,High,At Risk
ORD_000171,APU_016,CUST_0653,PRODUCT_109,2637,2025-07-20 03:32:00,2025-07-20 19:32:00,Medium,At Risk
ORD_000172,APU_011,CUST_0038,PRODUCT_074,299,2026-06-22 18:20:00,2026-06-23 02:20:00,Medium,Completed
ORD_000173,APU_027,CUST_0385,PRODUCT_117,2334,2025-06-06 11:40:00,2025-06-06 19:40:00,Low,At Risk
ORD_000174,APU_004,CUST_0462,PRODUCT_100,650,2025-04-23 11:46:00,2025-04-23 16:46:00,High,In Progress
ORD_000175,APU_045,CUST_0682,PRODUCT_024,2317,2025-03-06 01:46:00,2025-03-06 17:46:00,Critical,At Risk
ORD_000176,APU_005,CUST_0027,PRODUCT_108,2897,2025-02-11 19:15:00,2025-02-12 07:15:00,Low,In Progress
ORD_000177,APU_011,CUST_0156,PRODUCT_011,421,2025-09-15 20:58:00,2025-09-16 07:58:00,Medium,In Progress
ORD_000178,APU_004,CUST_0637,PRODUCT_114,971,2026-01-05 17:08:00,2026-01-06 01:08:00,Medium,In Progress
ORD_000179,APU_019,CUST_0419,PRODUCT_112,757,2025-11-11 13:32:00,2025-11-11 18:32:00,High,In Progress
ORD_000180,APU_017,CUST_0108,PRODUCT_106,2903,2025-01-08 18:48:00,2025-01-08 20:48:00,Critical,Scheduled
ORD_000181,APU_011,CUST_0708,PRODUCT_034,1203,2025-09-21 19:41:00,2025-09-21 23:41:00,Critical,In Progress
ORD_000182,APU_036,CUST_0410,PRODUCT_061,920,2025-05-27 00:21:00,2025-05-27 08:21:00,Low,At Risk
ORD_000183,APU_028,CUST_0780,PRODUCT_077,2843,2025-04-29 01:38:00,2025-04-29 02:38:00,High,At Risk
ORD_000184,APU_002,CUST_0650,PRODUCT_040,1316,2025-09-06 16:56:00,2025-09-06 21:56:00,Low,Scheduled
ORD_000185,APU_032,CUST_0038,PRODUCT_019,122,2025-11-19 19:30:00,2025-11-19 23:30:00,Critical,Scheduled
ORD_000186,APU_048,CUST_0494,PRODUCT_087,2263,2025-12-27 15:16:00,2025-12-28 05:16:00,Critical,Completed
ORD_000187,APU_008,CUST_0051,PRODUCT_017,2586,2025-11-12 21:09:00,2025-11-13 06:09:00,High,In Progress
ORD_000188,APU_048,CUST_0341,PRODUCT_025,1603,2026-01-07 04:29:00,2026-01-07 18:29:00,Critical,At Risk
ORD_000189,APU_026,CUST_0169,PRODUCT_092,1878,2025-06-06 18:44:00,2025-06-06 20:44:00,Critical,In Progress
ORD_000190,APU_030,CUST_0651,PRODUCT_028,1913,2026-07-06 03:25:00,2026-07-06 15:25:00,Low,In Progress
ORD_000191,APU_044,CUST_0077,PRODUCT_102,862,2026-06-24 17:38:00,2026-06-24 21:38:00,Medium,In Progress
ORD_000192,APU_036,CUST_0583,PRODUCT_021,1889,2025-10-04 04:44:00,2025-10-04 06:44:00,Critical,Scheduled
ORD_000193,APU_026,CUST_0169,PRODUCT_018,701,2026-06-20 15:44:00,2026-06-20 20:44:00,High,Scheduled
ORD_000194,APU_020,CUST_0413,PRODUCT_112,2584,2025-10-01 07:29:00,2025-10-01 15:29:00,Medium,In Progress
ORD_000195,APU_025,CUST_0494,PRODUCT_050,2511,2025-10-27 10:05:00,2025-10-27 14:05:00,Critical,In Progress
ORD_000196,APU_013,CUST_0095,PRODUCT_041,1229,2025-01-03 10:26:00,2025-01-03 16:26:00,High,Scheduled
ORD_000197,APU_038,CUST_0602,PRODUCT_033,2875,2025-11-11 23:16:00,2025-11-12 14:16:00,High,At Risk
ORD_000198,APU_007,CUST_0381,PRODUCT_096,2086,2026-06-12 20:16:00,2026-06-13 09:16:00,Critical,Scheduled
ORD_000199,APU_049,CUST_0437,PRODUCT_040,2664,2026-01-07 14:56:00,2026-01-08 02:56:00,Medium,Completed
ORD_000200,APU_039,CUST_0084,PRODUCT_042,2303,2026-01-05 01:19:00,2026-01-05 03:19:00,High,Completed
ORD_000201,APU_043,CUST_0207,PRODUCT_028,291,2025-10-04 06:30:00,2025-10-04 16:30:00,High,At Risk
ORD_000202,APU_044,CUST_0695,PRODUCT_083,1204,2025-04-30 02:57:00,2025-04-30 16:57:00,Low,Scheduled
ORD_000203,APU_045,CUST_0093,PRODUCT_039,1356,2026-02-19 14:43:00,2026-02-20 01:43:00,High,At Risk
ORD_000204,APU_009,CUST_0103,PRODUCT_049,2349,2026-04-11 16:47:00,2026-04-11 22:47:00,Low,Scheduled
ORD_000205,APU_040,CUST_0143,PRODUCT_050,1378,2025-11-02 10:16:00,2025-11-02 12:16:00,Critical,Completed
ORD_000206,APU_027,CUST_0566,PRODUCT_095,1926,2026-03-07 14:21:00,2026-03-08 05:21:00,Low,At Risk
ORD_000207,APU_025,CUST_0312,PRODUCT_071,548,2025-11-28 15:16:00,2025-11-28 23:16:00,Low,In Progress
ORD_000208,APU_017,CUST_0042,PRODUCT_042,1794,2025-12-23 05:19:00,2025-12-23 17:19:00,Low,In Progress
ORD_000209,APU_003,CUST_0323,PRODUCT_058,308,2025-10-16 13:52:00,2025-10-17 00:52:00,Medium,Completed
ORD_000210,APU_012,CUST_0790,PRODUCT_004,2598,2025-07-03 04:07:00,2025-07-03 08:07:00,High,In Progress
ORD_000211,APU_025,CUST_0608,PRODUCT_101,881,2025-04-20 16:40:00,2025-04-21 06:40:00,Critical,In Progress
ORD_000212,APU_036,CUST_0045,PRODUCT_047,2512,2025-08-26 01:42:00,2025-08-26 15:42:00,Medium,At Risk
ORD_000213,APU_010,CUST_0407,PRODUCT_048,2845,2025-09-09 16:15:00,2025-09-10 06:15:00,High,Completed
ORD_000214,APU_038,CUST_0111,PRODUCT_062,2691,2025-02-09 11:28:00,2025-02-09 15:28:00,Low,At Risk
